ix,iy,town,clng,clat,poi_count,poi_with_seed,n_entity_0hop,n_entity_within_1hop,n_entity_within_2hop,mentions_0hop,mentions_within_1hop,mentions_within_2hop,official_0hop,official_within_1hop,official_within_2hop
59,63,狮山镇,113.08775,23.06575,8,0,0,0,0,0,0,0,0,0,0
41,67,狮山镇,113.00675,23.08375,6,0,0,0,0,0,0,0,0,0,0
42,67,狮山镇,113.01125,23.08375,19,0,0,0,0,0,0,0,0,0,0
36,81,狮山镇,112.98425,23.14675,1,0,0,0,0,0,0,0,0,0,0
33,88,狮山镇,112.97075,23.17825,1,0,0,0,0,0,0,0,0,0,0
38,85,狮山镇,112.99325,23.16475,1,0,0,0,0,0,0,0,0,0,0
62,87,狮山镇,113.10125,23.17375,2,0,0,0,0,0,0,0,0,0,0
34,85,狮山镇,112.97525,23.16475,3,0,0,0,0,0,0,0,0,0,0
56,78,狮山镇,113.07425,23.13325,4,0,0,0,0,0,0,0,0,0,0
40,62,狮山镇,113.00225,23.06125,1,0,0,0,0,0,0,0,0,0,0
31,96,狮山镇,112.96175,23.21425,1,0,0,0,0,0,0,0,0,0,0
61,79,狮山镇,113.09675,23.13775,7,0,0,0,0,0,0,0,0,0,0
53,62,狮山镇,113.06075,23.06125,3,0,0,0,0,0,0,0,0,0,0
63,91,狮山镇,113.10575,23.19175,24,0,0,0,0,0,0,0,0,0,0
57,89,狮山镇,113.07875,23.18275,2,0,0,0,0,0,0,0,0,0,0
48,62,狮山镇,113.03825,23.06125,87,0,0,0,0,0,0,0,0,0,0
32,69,狮山镇,112.96625,23.09275,2,0,0,0,0,0,0,0,0,0,0
33,65,狮山镇,112.97075,23.07475,1,0,0,0,0,0,0,0,0,0,0
44,71,狮山镇,113.02025,23.10175,1,0,0,0,0,0,0,0,0,0,0
30,75,狮山镇,112.95725,23.11975,2,0,0,0,0,0,0,0,0,0,0
51,61,狮山镇,113.05175,23.05675,4,0,0,0,0,0,0,0,0,0,0
55,61,狮山镇,113.06975,23.05675,2,0,0,0,0,0,0,0,0,0,0
42,62,狮山镇,113.01125,23.06125,3,0,0,0,0,0,0,0,0,0,0
36,94,狮山镇,112.98425,23.20525,8,0,0,0,0,0,0,0,0,0,0
61,64,狮山镇,113.09675,23.07025,13,0,0,0,0,0,0,0,0,0,0
30,80,狮山镇,112.95725,23.14225,2,0,0,0,0,0,0,0,0,0,0
61,83,狮山镇,113.09675,23.15575,4,0,0,0,0,0,0,0,0,0,0
40,77,狮山镇,113.00225,23.12875,39,0,0,0,0,0,0,0,0,0,0
42,68,狮山镇,113.01125,23.08825,18,0,0,0,0,0,0,0,0,0,0
60,61,狮山镇,113.09225,23.05675,8,0,0,0,0,0,0,0,0,0,0
61,81,狮山镇,113.09675,23.14675,32,0,0,0,0,0,0,0,0,0,0
54,86,狮山镇,113.06525,23.16925,5,0,0,0,0,0,0,0,0,0,0
50,62,狮山镇,113.04725,23.06125,82,0,0,0,0,0,0,0,0,0,0
43,68,狮山镇,113.01575,23.08825,9,0,0,0,0,0,0,0,0,0,0
49,65,狮山镇,113.04275,23.07475,22,0,0,0,0,0,0,0,0,0,0
50,65,狮山镇,113.04725,23.07475,33,0,0,0,0,0,0,0,0,0,0
33,87,狮山镇,112.97075,23.17375,1,0,0,0,0,0,0,0,0,0,0
55,99,狮山镇,113.06975,23.22775,63,0,0,0,0,0,0,0,0,0,0
48,60,狮山镇,113.03825,23.05225,24,0,0,0,0,0,0,0,0,0,0
37,94,狮山镇,112.98875,23.20525,1,0,0,0,0,0,0,0,0,0,0
36,88,狮山镇,112.98425,23.17825,8,0,0,0,0,0,0,0,0,0,0
40,78,狮山镇,113.00225,23.13325,6,0,0,0,0,0,0,0,0,0,0
60,80,狮山镇,113.09225,23.14225,55,0,0,0,0,0,0,0,0,0,0
62,90,狮山镇,113.10125,23.18725,24,0,0,0,0,0,0,0,0,0,0
41,73,狮山镇,113.00675,23.11075,1,0,0,0,0,0,0,0,0,0,0
63,88,狮山镇,113.10575,23.17825,10,0,0,0,0,0,0,0,0,0,0
63,90,狮山镇,113.10575,23.18725,5,0,0,0,0,0,0,0,0,0,0
37,93,狮山镇,112.98875,23.20075,5,0,0,0,0,0,0,0,0,0,0
35,68,狮山镇,112.97975,23.08825,6,0,0,0,0,0,0,0,0,0,0
31,80,狮山镇,112.96175,23.14225,1,0,0,0,0,0,0,0,0,0,0
42,82,狮山镇,113.01125,23.15125,1,0,0,0,0,0,0,0,0,0,0
59,62,狮山镇,113.08775,23.06125,4,0,0,0,0,0,0,0,0,0,0
35,87,狮山镇,112.97975,23.17375,16,0,0,0,0,0,0,0,0,0,0
58,76,狮山镇,113.08325,23.12425,2,0,0,0,0,0,0,0,0,0,0
37,79,狮山镇,112.98875,23.13775,2,0,0,0,0,0,0,0,0,0,0
56,97,狮山镇,113.07425,23.21875,4,0,0,0,0,0,0,0,0,0,0
36,76,狮山镇,112.98425,23.12425,3,0,0,0,0,0,0,0,0,0,0
55,83,狮山镇,113.06975,23.15575,1,0,0,0,0,0,0,0,0,0,0
58,84,狮山镇,113.08325,23.16025,2,0,0,0,0,0,0,0,0,0,0
42,65,狮山镇,113.01125,23.07475,2,0,0,0,0,0,0,0,0,0,0
42,63,狮山镇,113.01125,23.06575,4,0,0,0,0,0,0,0,0,0,0
48,61,狮山镇,113.03825,23.05675,5,0,0,0,0,0,0,0,0,0,0
43,63,狮山镇,113.01575,23.06575,4,0,0,0,0,0,0,0,0,0,0
30,79,狮山镇,112.95725,23.13775,3,0,0,0,0,0,0,0,0,0,0
61,61,狮山镇,113.09675,23.05675,5,0,0,0,0,0,0,0,0,0,0
46,92,狮山镇,113.02925,23.19625,9,0,0,0,0,0,0,0,0,0,0
54,99,狮山镇,113.06525,23.22775,9,0,0,0,0,0,0,0,0,0,0
59,61,狮山镇,113.08775,23.05675,7,0,0,0,0,0,0,0,0,0,0
55,73,狮山镇,113.06975,23.11075,2,0,0,0,0,0,0,0,0,0,0
48,64,狮山镇,113.03825,23.07025,3,0,0,0,0,0,0,0,0,0,0
44,81,狮山镇,113.02025,23.14675,4,0,0,0,0,0,0,0,0,0,0
55,96,狮山镇,113.06975,23.21425,3,0,0,0,0,0,0,0,0,0,0
62,91,狮山镇,113.10125,23.19175,18,0,0,0,0,0,0,0,0,0,0
30,77,狮山镇,112.95725,23.12875,1,0,0,0,0,0,0,0,0,0,0
43,70,狮山镇,113.01575,23.09725,3,0,0,0,0,0,0,0,0,0,0
58,87,狮山镇,113.08325,23.17375,1,0,0,0,0,0,0,0,0,0,0
56,63,狮山镇,113.07425,23.06575,6,0,0,0,0,0,0,0,0,0,0
42,73,狮山镇,113.01125,23.11075,2,0,0,0,0,0,0,0,0,0,0
29,88,狮山镇,112.95275,23.17825,5,0,0,0,0,0,0,0,0,0,0
59,74,狮山镇,113.08775,23.11525,6,0,0,0,0,0,0,0,0,0,0
43,60,狮山镇,113.01575,23.05225,1,0,0,0,0,0,0,0,0,0,0
46,61,狮山镇,113.02925,23.05675,2,0,0,0,0,0,0,0,0,0,0
31,86,狮山镇,112.96175,23.16925,2,0,0,0,0,0,0,0,0,0,0
46,93,狮山镇,113.02925,23.20075,2,0,0,0,0,0,0,0,0,0,0
63,83,狮山镇,113.10575,23.15575,6,0,0,0,0,0,0,0,0,0,0
46,63,狮山镇,113.02925,23.06575,3,0,0,0,0,0,0,0,0,0,0
43,59,狮山镇,113.01575,23.04775,1,0,0,0,0,0,0,0,0,0,0
31,85,狮山镇,112.96175,23.16475,1,0,0,0,0,0,0,0,0,0,0
25,87,狮山镇,112.93475,23.17375,4,0,0,0,0,0,0,0,0,0,0
29,75,狮山镇,112.95275,23.11975,1,0,0,0,0,0,0,0,0,0,0
38,94,狮山镇,112.99325,23.20525,1,0,0,0,0,0,0,0,0,0,0
51,98,狮山镇,113.05175,23.22325,1,0,0,0,0,0,0,0,0,0,0
63,85,狮山镇,113.10575,23.16475,2,0,0,0,0,0,0,0,0,0,0
45,92,狮山镇,113.02475,23.19625,2,0,0,0,0,0,0,0,0,0,0
55,77,狮山镇,113.06975,23.12875,9,0,0,0,0,0,0,0,0,0,0
33,71,狮山镇,112.97075,23.10175,1,0,0,0,0,0,0,0,0,0,0
35,67,狮山镇,112.97975,23.08375,2,0,0,0,0,0,0,0,0,0,0
65,86,狮山镇,113.11475,23.16925,2,0,0,0,0,0,0,0,0,0,0
44,87,狮山镇,113.02025,23.17375,2,0,0,0,0,0,0,0,0,0,0
35,60,狮山镇,112.97975,23.05225,1,0,0,0,0,0,0,0,0,0,0
53,77,狮山镇,113.06075,23.12875,1,0,0,0,0,0,0,0,0,0,0
51,71,狮山镇,113.05175,23.10175,2,0,0,0,0,0,0,0,0,0,0
49,92,狮山镇,113.04275,23.19625,1,0,0,0,0,0,0,0,0,0,0
64,82,狮山镇,113.11025,23.15125,1,0,0,0,0,0,0,0,0,0,0
56,61,狮山镇,113.07425,23.05675,2,0,0,0,0,0,0,0,0,0,0
58,63,狮山镇,113.08325,23.06575,8,0,0,0,0,0,0,0,0,0,0
56,89,狮山镇,113.07425,23.18275,3,0,0,0,0,0,0,0,0,0,0
40,68,狮山镇,113.00225,23.08825,1,0,0,0,0,0,0,0,0,0,0
50,94,狮山镇,113.04725,23.20525,1,0,0,0,0,0,0,0,0,0,0
40,90,狮山镇,113.00225,23.18725,10,0,0,0,0,0,0,0,0,0,0
55,63,狮山镇,113.06975,23.06575,2,0,0,0,0,0,0,0,0,0,0
49,57,狮山镇,113.04275,23.03875,4,0,0,0,0,0,0,0,0,0,0
58,94,狮山镇,113.08325,23.20525,3,0,0,0,0,0,0,0,0,0,0
49,63,狮山镇,113.04275,23.06575,13,0,0,0,0,0,0,0,0,0,0
55,62,狮山镇,113.06975,23.06125,3,0,0,0,0,0,0,0,0,0,0
43,72,狮山镇,113.01575,23.10625,3,0,0,0,0,0,0,0,0,0,0
43,65,狮山镇,113.01575,23.07475,7,0,0,0,0,0,0,0,0,0,0
35,69,狮山镇,112.97975,23.09275,44,0,0,0,0,0,0,0,0,0,0
41,68,狮山镇,113.00675,23.08825,10,0,0,0,0,0,0,0,0,0,0
42,59,狮山镇,113.01125,23.04775,2,0,0,0,0,0,0,0,0,0,0
50,77,狮山镇,113.04725,23.12875,1,0,0,0,0,0,0,0,0,0,0
61,62,狮山镇,113.09675,23.06125,7,0,0,0,0,0,0,0,0,0,0
61,91,狮山镇,113.09675,23.19175,1,0,0,0,0,0,0,0,0,0,0
46,60,狮山镇,113.02925,23.05225,3,0,0,0,0,0,0,0,0,0,0
43,66,狮山镇,113.01575,23.07925,2,0,0,0,0,0,0,0,0,0,0
36,87,狮山镇,112.98425,23.17375,17,0,0,0,0,0,0,0,0,0,0
42,77,狮山镇,113.01125,23.12875,4,0,0,0,0,0,0,0,0,0,0
55,76,狮山镇,113.06975,23.12425,4,0,0,0,0,0,0,0,0,0,0
59,64,狮山镇,113.08775,23.07025,3,0,0,0,0,0,0,0,0,0,0
43,62,狮山镇,113.01575,23.06125,1,0,0,0,0,0,0,0,0,0,0
47,59,狮山镇,113.03375,23.04775,7,0,0,0,0,0,0,0,0,0,0
49,83,狮山镇,113.04275,23.15575,1,0,0,0,0,0,0,0,0,0,0
57,83,狮山镇,113.07875,23.15575,4,0,0,0,0,0,0,0,0,0,0
51,65,狮山镇,113.05175,23.07475,6,0,0,0,0,0,0,0,0,0,0
30,88,狮山镇,112.95725,23.17825,3,0,0,0,0,0,0,0,0,0,0
34,70,狮山镇,112.97525,23.09725,2,0,0,0,0,0,0,0,0,0,0
61,86,狮山镇,113.09675,23.16925,2,0,0,0,0,0,0,0,0,0,0
49,96,狮山镇,113.04275,23.21425,1,0,0,0,0,0,0,0,0,0,0
53,71,狮山镇,113.06075,23.10175,1,0,0,0,0,0,0,0,0,0,0
61,63,狮山镇,113.09675,23.06575,1,0,0,0,0,0,0,0,0,0,0
46,83,狮山镇,113.02925,23.15575,2,0,0,0,0,0,0,0,0,0,0
29,90,狮山镇,112.95275,23.18725,1,0,0,0,0,0,0,0,0,0,0
31,97,狮山镇,112.96175,23.21875,3,0,0,0,0,0,0,0,0,0,0
43,83,狮山镇,113.01575,23.15575,1,0,0,0,0,0,0,0,0,0,0
47,62,狮山镇,113.03375,23.06125,9,0,0,0,0,0,0,0,0,0,0
59,88,狮山镇,113.08775,23.17825,2,0,0,0,0,0,0,0,0,0,0
52,64,狮山镇,113.05625,23.07025,1,0,0,0,0,0,0,0,0,0,0
38,75,狮山镇,112.99325,23.11975,6,0,0,0,0,0,0,0,0,0,0
42,78,狮山镇,113.01125,23.13325,2,0,0,0,0,0,0,0,0,0,0
37,91,狮山镇,112.98875,23.19175,7,0,0,0,0,0,0,0,0,0,0
55,95,狮山镇,113.06975,23.20975,1,0,0,0,0,0,0,0,0,0,0
60,87,狮山镇,113.09225,23.17375,2,0,0,0,0,0,0,0,0,0,0
57,90,狮山镇,113.07875,23.18725,1,0,0,0,0,0,0,0,0,0,0
46,59,狮山镇,113.02925,23.04775,1,0,0,0,0,0,0,0,0,0,0
54,97,狮山镇,113.06525,23.21875,2,0,0,0,0,0,0,0,0,0,0
64,83,狮山镇,113.11025,23.15575,2,0,0,0,0,0,0,0,0,0,0
58,83,狮山镇,113.08325,23.15575,7,0,0,0,0,0,0,0,0,0,0
48,71,狮山镇,113.03825,23.10175,1,0,0,0,0,0,0,0,0,0,0
57,79,狮山镇,113.07875,23.13775,4,0,0,0,0,0,0,0,0,0,0
64,80,狮山镇,113.11025,23.14225,1,0,0,0,0,0,0,0,0,0,0
59,86,狮山镇,113.08775,23.16925,3,0,0,0,0,0,0,0,0,0,0
57,67,狮山镇,113.07875,23.08375,3,0,0,0,0,0,0,0,0,0,0
65,89,狮山镇,113.11475,23.18275,5,0,0,0,0,0,0,0,0,0,0
45,91,狮山镇,113.02475,23.19175,3,0,0,0,0,0,0,0,0,0,0
31,70,狮山镇,112.96175,23.09725,1,0,0,0,0,0,0,0,0,0,0
34,86,狮山镇,112.97525,23.16925,2,0,0,0,0,0,0,0,0,0,0
31,99,狮山镇,112.96175,23.22775,1,0,0,0,0,0,0,0,0,0,0
62,92,狮山镇,113.10125,23.19625,2,0,0,0,0,0,0,0,0,0,0
30,97,狮山镇,112.95725,23.21875,4,0,0,0,0,0,0,0,0,0,0
43,76,狮山镇,113.01575,23.12425,7,0,0,0,0,0,0,0,0,0,0
32,78,狮山镇,112.96625,23.13325,2,0,0,0,0,0,0,0,0,0,0
24,82,狮山镇,112.93025,23.15125,1,0,0,0,0,0,0,0,0,0,0
45,88,狮山镇,113.02475,23.17825,4,0,0,0,0,0,0,0,0,0,0
30,78,狮山镇,112.95725,23.13325,2,0,0,0,0,0,0,0,0,0,0
46,69,狮山镇,113.02925,23.09275,1,0,0,0,0,0,0,0,0,0,0
45,87,狮山镇,113.02475,23.17375,1,0,0,0,0,0,0,0,0,0,0
55,75,狮山镇,113.06975,23.11975,3,0,0,0,0,0,0,0,0,0,0
42,81,狮山镇,113.01125,23.14675,1,0,0,0,0,0,0,0,0,0,0
33,68,狮山镇,112.97075,23.08825,4,0,0,0,0,0,0,0,0,0,0
20,82,狮山镇,112.91225,23.15125,1,0,0,0,0,0,0,0,0,0,0
51,66,狮山镇,113.05175,23.07925,6,0,0,0,0,0,0,0,0,0,0
54,98,狮山镇,113.06525,23.22325,2,0,0,0,0,0,0,0,0,0,0
46,66,狮山镇,113.02925,23.07925,1,0,0,0,0,0,0,0,0,0,0
55,72,狮山镇,113.06975,23.10625,2,0,0,0,0,0,0,0,0,0,0
34,71,狮山镇,112.97525,23.10175,1,0,0,0,0,0,0,0,0,0,0
47,61,狮山镇,113.03375,23.05675,2,0,0,0,0,0,0,0,0,0,0
57,95,狮山镇,113.07875,23.20975,2,0,0,0,0,0,0,0,0,0,0
44,69,狮山镇,113.02025,23.09275,3,0,0,0,0,0,0,0,0,0,0
60,81,狮山镇,113.09225,23.14675,1,0,0,0,0,0,0,0,0,0,0
41,88,狮山镇,113.00675,23.17825,2,0,0,0,0,0,0,0,0,0,0
59,85,狮山镇,113.08775,23.16475,2,0,0,0,0,0,0,0,0,0,0
54,63,狮山镇,113.06525,23.06575,3,0,0,0,0,0,0,0,0,0,0
40,82,狮山镇,113.00225,23.15125,2,0,0,0,0,0,0,0,0,0,0
44,86,狮山镇,113.02025,23.16925,1,0,0,0,0,0,0,0,0,0,0
51,78,狮山镇,113.05175,23.13325,3,0,0,0,0,0,0,0,0,0,0
35,80,狮山镇,112.97975,23.14225,2,0,0,0,0,0,0,0,0,0,0
36,96,狮山镇,112.98425,23.21425,4,0,0,0,0,0,0,0,0,0,0
34,72,狮山镇,112.97525,23.10625,1,0,0,0,0,0,0,0,0,0,0
35,94,狮山镇,112.97975,23.20525,1,0,0,0,0,0,0,0,0,0,0
55,88,狮山镇,113.06975,23.17825,2,0,0,0,0,0,0,0,0,0,0
56,62,狮山镇,113.07425,23.06125,2,0,0,0,0,0,0,0,0,0,0
39,87,狮山镇,112.99775,23.17375,3,0,0,0,0,0,0,0,0,0,0
43,77,狮山镇,113.01575,23.12875,1,0,0,0,0,0,0,0,0,0,0
56,83,狮山镇,113.07425,23.15575,1,0,0,0,0,0,0,0,0,0,0
52,62,狮山镇,113.05625,23.06125,4,0,0,0,0,0,0,0,0,0,0
43,69,狮山镇,113.01575,23.09275,1,0,0,0,0,0,0,0,0,0,0
32,70,狮山镇,112.96625,23.09725,2,0,0,0,0,0,0,0,0,0,0
37,70,狮山镇,112.98875,23.09725,8,0,0,0,0,0,0,0,0,0,0
61,82,狮山镇,113.09675,23.15125,5,0,0,0,0,0,0,0,0,0,0
39,89,狮山镇,112.99775,23.18275,2,0,0,0,0,0,0,0,0,0,0
36,77,狮山镇,112.98425,23.12875,1,0,0,0,0,0,0,0,0,0,0
48,97,狮山镇,113.03825,23.21875,1,0,0,0,0,0,0,0,0,0,0
37,96,狮山镇,112.98875,23.21425,1,0,0,0,0,0,0,0,0,0,0
55,84,狮山镇,113.06975,23.16025,2,0,0,0,0,0,0,0,0,0,0
38,79,狮山镇,112.99325,23.13775,2,0,0,0,0,0,0,0,0,0,0
50,71,狮山镇,113.04725,23.10175,1,0,0,0,0,0,0,0,0,0,0
56,92,狮山镇,113.07425,23.19625,1,0,0,0,0,0,0,0,0,0,0
52,66,狮山镇,113.05625,23.07925,2,0,0,0,0,0,0,0,0,0,0
65,83,狮山镇,113.11475,23.15575,1,0,0,0,0,0,0,0,0,0,0
45,84,狮山镇,113.02475,23.16025,1,0,0,0,0,0,0,0,0,0,0
58,88,狮山镇,113.08325,23.17825,1,0,0,0,0,0,0,0,0,0,0
28,90,狮山镇,112.94825,23.18725,1,0,0,0,0,0,0,0,0,0,0
38,69,狮山镇,112.99325,23.09275,1,0,0,0,0,0,0,0,0,0,0
38,57,狮山镇,112.99325,23.03875,2,0,0,0,0,0,0,0,0,0,0
51,97,狮山镇,113.05175,23.21875,1,0,0,0,0,0,0,0,0,0,0
47,97,狮山镇,113.03375,23.21875,2,0,0,0,0,0,0,0,0,0,0
50,97,狮山镇,113.04725,23.21875,2,0,0,0,0,0,0,0,0,0,0
58,77,狮山镇,113.08325,23.12875,1,0,0,0,0,0,0,0,0,0,0
46,64,狮山镇,113.02925,23.07025,1,0,0,0,0,0,0,0,0,0,0
35,79,狮山镇,112.97975,23.13775,1,0,0,0,0,0,0,0,0,0,0
44,68,狮山镇,113.02025,23.08825,1,0,0,0,0,0,0,0,0,0,0
39,56,狮山镇,112.99775,23.03425,1,0,0,0,0,0,0,0,0,0,0
58,99,狮山镇,113.08325,23.22775,1,0,0,0,0,0,0,0,0,0,0
55,85,狮山镇,113.06975,23.16475,1,0,0,0,0,0,0,0,0,0,0
36,59,狮山镇,112.98425,23.04775,1,0,0,0,0,0,0,0,0,0,0
38,72,狮山镇,112.99325,23.10625,1,0,0,0,0,0,0,0,0,0,0
42,84,狮山镇,113.01125,23.16025,1,0,0,0,0,0,0,0,0,0,0
36,80,狮山镇,112.98425,23.14225,1,0,0,0,0,0,0,0,0,0,0
63,80,狮山镇,113.10575,23.14225,4,0,0,0,0,0,0,0,0,0,0
43,82,狮山镇,113.01575,23.15125,4,0,0,0,0,0,0,0,0,0,0
39,67,狮山镇,112.99775,23.08375,1,0,0,0,0,0,0,0,0,0,0
42,58,狮山镇,113.01125,23.04325,2,0,0,0,0,0,0,0,0,0,0
58,64,狮山镇,113.08325,23.07025,1,0,0,0,0,0,0,0,0,0,0
65,88,狮山镇,113.11475,23.17825,1,0,0,0,0,0,0,0,0,0,0
54,76,狮山镇,113.06525,23.12425,2,0,0,0,0,0,0,0,0,0,0
36,67,狮山镇,112.98425,23.08375,1,0,0,0,0,0,0,0,0,0,0
35,63,狮山镇,112.97975,23.06575,1,0,0,0,0,0,0,0,0,0,0
33,96,狮山镇,112.97075,23.21425,2,0,0,0,0,0,0,0,0,0,0
41,95,狮山镇,113.00675,23.20975,3,0,0,0,0,0,0,0,0,0,0
31,77,狮山镇,112.96175,23.12875,1,0,0,0,0,0,0,0,0,0,0
52,98,狮山镇,113.05625,23.22325,1,0,0,0,0,0,0,0,0,0,0
42,60,狮山镇,113.01125,23.05225,1,0,0,0,0,0,0,0,0,0,0
27,80,狮山镇,112.94375,23.14225,3,0,0,0,0,0,0,0,0,0,0
54,84,狮山镇,113.06525,23.16025,3,0,0,0,0,0,0,0,0,0,0
57,94,狮山镇,113.07875,23.20525,2,0,0,0,0,0,0,0,0,0,0
34,84,狮山镇,112.97525,23.16025,3,0,0,0,0,0,0,0,0,0,0
65,91,狮山镇,113.11475,23.19175,5,0,0,0,0,0,0,0,0,0,0
60,79,狮山镇,113.09225,23.13775,1,0,0,0,0,0,0,0,0,0,0
35,81,狮山镇,112.97975,23.14675,3,0,0,0,0,0,0,0,0,0,0
59,65,狮山镇,113.08775,23.07475,2,0,0,0,0,0,0,0,0,0,0
39,77,狮山镇,112.99775,23.12875,4,0,0,0,0,0,0,0,0,0,0
41,61,狮山镇,113.00675,23.05675,1,0,0,0,0,0,0,0,0,0,0
35,70,狮山镇,112.97975,23.09725,1,0,0,0,0,0,0,0,0,0,0
56,93,狮山镇,113.07425,23.20075,5,0,0,0,0,0,0,0,0,0,0
46,71,狮山镇,113.02925,23.10175,2,0,0,0,0,0,0,0,0,0,0
57,63,狮山镇,113.07875,23.06575,1,0,0,0,0,0,0,0,0,0,0
26,87,狮山镇,112.93925,23.17375,1,0,0,0,0,0,0,0,0,0,0
54,87,狮山镇,113.06525,23.17375,1,0,0,0,0,0,0,0,0,0,0
22,79,狮山镇,112.92125,23.13775,1,0,0,0,0,0,0,0,0,0,0
44,61,狮山镇,113.02025,23.05675,2,0,0,0,0,0,0,0,0,0,0
38,73,狮山镇,112.99325,23.11075,1,0,0,0,0,0,0,0,0,0,0
43,61,狮山镇,113.01575,23.05675,1,0,0,0,0,0,0,0,0,0,0
60,83,狮山镇,113.09225,23.15575,2,0,0,0,0,0,0,0,0,0,0
52,93,狮山镇,113.05625,23.20075,2,0,0,0,0,0,0,0,0,0,0
59,97,狮山镇,113.08775,23.21875,1,0,0,0,0,0,0,0,0,0,0
45,63,狮山镇,113.02475,23.06575,1,0,0,0,0,0,0,0,0,0,0
39,57,狮山镇,112.99775,23.03875,1,0,0,0,0,0,0,0,0,0,0
56,85,狮山镇,113.07425,23.16475,1,0,0,0,0,0,0,0,0,0,0
29,92,狮山镇,112.95275,23.19625,1,0,0,0,0,0,0,0,0,0,0
25,89,狮山镇,112.93475,23.18275,1,0,0,0,0,0,0,0,0,0,0
54,71,狮山镇,113.06525,23.10175,3,0,0,0,0,0,0,0,0,0,0
21,79,狮山镇,112.91675,23.13775,1,0,0,0,0,0,0,0,0,0,0
44,70,狮山镇,113.02025,23.09725,1,0,0,0,0,0,0,0,0,0,0
38,60,狮山镇,112.99325,23.05225,1,0,0,0,0,0,0,0,0,0,0
43,71,狮山镇,113.01575,23.10175,1,0,0,0,0,0,0,0,0,0,0
56,75,狮山镇,113.07425,23.11975,1,0,0,0,0,0,0,0,0,0,0
49,71,狮山镇,113.04275,23.10175,1,0,0,0,0,0,0,0,0,0,0
65,90,狮山镇,113.11475,23.18725,2,0,0,0,0,0,0,0,0,0,0
38,87,狮山镇,112.99325,23.17375,1,0,0,0,0,0,0,0,0,0,0
56,66,狮山镇,113.07425,23.07925,1,0,0,0,0,0,0,0,0,0,0
40,66,狮山镇,113.00225,23.07925,1,0,0,0,0,0,0,0,0,0,0
32,82,狮山镇,112.96625,23.15125,1,0,0,0,0,0,0,0,0,0,0
38,93,狮山镇,112.99325,23.20075,1,0,0,0,0,0,0,0,0,0,0
41,83,狮山镇,113.00675,23.15575,1,0,0,0,0,0,0,0,0,0,0
34,74,狮山镇,112.97525,23.11525,1,0,0,0,0,0,0,0,0,0,0
34,88,狮山镇,112.97525,23.17825,1,0,0,0,0,0,0,0,0,0,0
43,74,狮山镇,113.01575,23.11525,2,0,0,0,0,0,0,0,0,0,0
31,79,狮山镇,112.96175,23.13775,1,0,0,0,0,0,0,0,0,0,0
42,64,狮山镇,113.01125,23.07025,1,0,0,0,0,0,0,0,0,0,0
32,68,狮山镇,112.96625,23.08825,1,0,0,0,0,0,0,0,0,0,0
56,60,狮山镇,113.07425,23.05225,1,0,0,0,0,0,0,0,0,0,0
53,81,狮山镇,113.06075,23.14675,1,0,0,0,0,0,0,0,0,0,0
47,63,狮山镇,113.03375,23.06575,1,0,0,0,0,0,0,0,0,0,0
35,66,狮山镇,112.97975,23.07925,1,0,0,0,0,0,0,0,0,0,0
40,69,狮山镇,113.00225,23.09275,1,0,0,0,0,0,0,0,0,0,0
38,77,狮山镇,112.99325,23.12875,1,0,0,0,0,0,0,0,0,0,0
62,89,狮山镇,113.10125,23.18275,3,0,0,0,0,0,0,0,0,0,0
38,58,狮山镇,112.99325,23.04325,1,0,0,0,0,0,0,0,0,0,0
48,63,狮山镇,113.03825,23.06575,1,0,0,0,0,0,0,0,0,0,0
56,90,狮山镇,113.07425,23.18725,1,0,0,0,0,0,0,0,0,0,0
55,97,狮山镇,113.06975,23.21875,1,0,0,0,0,0,0,0,0,0,0
48,76,狮山镇,113.03825,23.12425,1,0,0,0,0,0,0,0,0,0,0
37,92,狮山镇,112.98875,23.19625,1,0,0,0,0,0,0,0,0,0,0
32,87,狮山镇,112.96625,23.17375,1,0,0,0,0,0,0,0,0,0,0
58,86,狮山镇,113.08325,23.16925,1,0,0,0,0,0,0,0,0,0,0
28,85,狮山镇,112.94825,23.16475,1,0,0,0,0,0,0,0,0,0,0
52,86,狮山镇,113.05625,23.16925,1,0,0,0,0,0,0,0,0,0,0
45,75,狮山镇,113.02475,23.11975,1,0,0,0,0,0,0,0,0,0,0
62,85,狮山镇,113.10125,23.16475,1,0,0,0,0,0,0,0,0,0,0
65,87,狮山镇,113.11475,23.17375,1,0,0,0,0,0,0,0,0,0,0
41,70,狮山镇,113.00675,23.09725,1,0,0,0,0,0,0,0,0,0,0
50,81,狮山镇,113.04725,23.14675,1,0,0,0,0,0,0,0,0,0,0
46,84,狮山镇,113.02925,23.16025,1,0,0,0,0,0,0,0,0,0,0
59,78,狮山镇,113.08775,23.13325,1,0,0,0,0,0,0,0,0,0,0
51,69,狮山镇,113.05175,23.09275,1,0,0,0,0,0,0,0,0,0,0
31,76,狮山镇,112.96175,23.12425,1,0,0,0,0,0,0,0,0,0,0
59,84,狮山镇,113.08775,23.16025,1,0,0,0,0,0,0,0,0,0,0
64,86,狮山镇,113.11025,23.16925,1,0,0,0,0,0,0,0,0,0,0
63,81,狮山镇,113.10575,23.14675,2,0,0,0,0,0,0,0,0,0,0
40,61,狮山镇,113.00225,23.05675,1,0,0,0,0,0,0,0,0,0,0
